County,Year,Total population,Male Total population,Female Total population,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,
"Siskiyou County, California",2016,44404,21912,22492,2575,2931,3064,2709,2531,2620,2664,2265,3197,3108,3641,3375,2797,2176,1687,1377,755,888,
"Richland Parish, Louisiana",2016,20777,10530,10247,1184,1267,1413,1413,1039,1018,1122,1122,1330,1454,1683,1558,1475,1080,1101,686,395,436,
"Osceola County, Michigan",2016,23069,11361,11708,1246,1453,1684,1430,1384,1269,1269,1246,1453,1499,1753,1776,1661,1430,946,784,415,323,
"Steuben County, Indiana",2016,34279,17401,16878,1885,1748,2262,2571,2502,1783,1714,1851,2125,2297,2537,2639,2468,1988,1577,1063,720,548,
"Buchanan County, Iowa",2016,21026,11324,9702,1177,1009,1367,1220,1304,1388,1388,1367,1472,1472,1598,1703,1114,1114,883,631,357,442,
"Switzerland County, Indiana",2016,10484,5434,5050,723,849,598,650,598,524,608,671,587,776,776,734,608,556,493,335,147,252,
"Tippecanoe County, Indiana",2016,183397,93774,89623,11187,11004,9903,17056,33562,14305,11554,9903,9720,9170,9537,8803,8986,6235,4402,3118,2384,2751,
"Tipton County, Indiana",2016,15447,7611,7836,726,1035,927,989,834,741,741,1097,726,1112,1251,1236,1050,958,757,402,371,510,
"Union County, Indiana",2016,7251,3652,3599,428,442,428,595,384,355,370,428,428,551,566,515,500,392,384,225,145,116,
"Vanderburgh County, Indiana",2016,181692,87909,93783,11447,11628,10356,11628,14172,13627,12173,10175,10538,10902,12900,12718,11810,9085,5814,4906,3452,4724,
"Park County, Montana",2016,15752,7742,8010,835,835,1181,992,882,803,835,961,992,1055,1134,1118,1181,977,725,630,268,347,
"Vigo County, Indiana",2016,108099,54944,53155,6270,6594,5945,8432,11783,6918,6702,6486,6378,6486,7026,7351,5945,5297,3675,2486,1946,2486,
"Wabash County, Indiana",2016,32177,15775,16402,1673,1963,1995,2413,2188,1673,1673,1705,1931,1995,2285,2349,2124,1898,1287,1030,997,997,
"Warren County, Indiana",2016,8309,4119,4190,474,457,548,490,432,399,457,449,507,631,656,615,598,457,424,299,266,158,
"Warrick County, Indiana",2016,61427,30350,31077,3501,4791,4116,4054,3071,3071,3624,3931,3993,4238,4607,4607,3931,3563,2396,1720,1167,983,
"Washington County, Indiana",2016,27792,13783,14009,1584,1529,2251,1918,1556,1529,1529,1529,1973,1973,2223,2112,1834,1473,1112,695,500,528,
"Wayne County, Indiana",2016,67423,32580,34843,3978,4248,4113,4585,4315,3776,3843,4045,3911,4517,4854,4854,4382,3708,2832,2225,1483,1820,
"Wells County, Indiana",2016,27836,13760,14076,1782,1782,2116,1837,1587,1531,1587,1587,1503,1698,2088,2143,1754,1670,974,779,529,863,
"Sabine Parish, Louisiana",2016,24265,12061,12204,1456,1529,1674,1529,1310,1262,1262,1359,1456,1529,1747,1844,1796,1480,1019,849,510,655,
"Whitley County, Indiana",2016,33354,16660,16694,1901,2201,2268,2168,1868,1868,1868,1935,2135,2201,2568,2735,2201,1901,1234,934,600,767,
"Adair County, Iowa",2016,7330,3612,3718,367,462,469,425,337,359,388,315,425,440,594,506,572,432,323,271,330,315,
"Petersburg Census Area, Alaska",2016,3822,1890,1932,229,298,134,191,222,191,203,191,183,218,336,336,237,206,233,141,122,145,
"Allamakee County, Iowa",2016,14001,7106,6895,868,854,882,812,728,644,714,686,770,868,1064,1106,1036,910,686,476,476,420,
"Desha County, Arkansas",2016,12602,6265,6337,744,996,605,668,643,693,706,554,744,731,920,996,895,769,668,504,365,416,
"Audubon County, Iowa",2016,5793,2843,2950,295,353,313,348,272,261,261,295,266,353,487,498,400,388,261,266,180,307,
"White County, Tennessee",2016,25720,12853,12867,1543,1646,2032,1672,1389,1132,1415,1543,1517,1852,2135,1980,1543,1235,1080,746,617,643,
"Black Hawk County, Iowa",2016,132821,65049,67772,8501,7969,7704,9696,15806,8899,8235,7969,6641,7172,7969,8633,8102,6243,4250,3719,2391,3055,
"Somerset County, Maryland",2016,26411,13295,13116,1453,1690,1479,1875,1505,1479,1770,1611,1453,1637,1981,2060,1902,1426,951,713,555,845,
"Bremer County, Iowa",2016,24663,12171,12492,1381,1628,1430,2072,1973,1282,1381,1480,1282,1455,1603,1504,1603,1307,1110,888,543,715,
"Winneshiek County, Iowa",2016,21031,10453,10578,1409,1725,1598,1283,1052,1136,1325,1262,1136,1283,1535,1577,1178,988,925,589,442,589,
"Buena Vista County, Iowa",2016,20445,10363,10082,1554,1452,1349,1574,1676,1411,1145,981,1124,1268,1288,1329,1349,777,552,429,511,675,
"Butler County, Iowa",2016,14933,7469,7464,836,1090,926,881,687,702,896,762,881,911,1030,1045,1105,956,657,597,463,493,
"Calhoun County, Iowa",2016,9876,5101,4775,583,533,583,563,563,523,523,533,494,533,721,810,691,622,415,444,326,425,
"Carroll County, Iowa",2016,20555,10009,10546,1316,1521,1274,1316,1110,987,1172,1069,1089,1295,1521,1603,1316,904,904,678,493,987,
"Wayne County, Missouri",2016,13433,6633,6800,766,927,806,752,712,604,752,645,806,793,1034,927,1034,752,685,631,296,497,
"Haywood County, Tennessee",2016,18389,9038,9351,975,1269,1250,1159,846,828,1103,1269,956,1232,1471,1416,1269,975,772,625,441,552,
"Cerro Gordo County, Iowa",2016,43303,21146,22157,2382,2252,2771,2555,2512,2338,2598,2035,2598,2685,3291,3594,3118,2598,1689,1386,1342,1516,
"Cherokee County, Iowa",2016,11752,5865,5887,658,764,635,623,670,564,588,552,623,623,893,917,975,576,646,411,435,599,
"Chickasaw County, Iowa",2016,12164,6124,6040,693,888,791,766,657,547,620,657,584,803,937,973,912,645,572,365,341,414,
"Vieques Municipio, Puerto Rico",2016,9273,4585,4688,649,640,612,464,695,603,491,566,352,547,742,686,593,566,297,306,223,241,
"Clay County, Iowa",2016,16478,8093,8385,1088,1071,1005,923,906,906,939,1055,840,972,1170,1104,1335,972,560,544,428,692,
"Clayton County, Iowa",2016,17735,8875,8860,975,1100,1153,1046,869,834,887,904,887,1064,1419,1419,1454,1082,834,638,603,550,
"Clinton County, Iowa",2016,47972,23508,24464,2830,2686,3598,2974,2734,2590,2638,2543,2830,3118,3790,3550,3214,2543,2063,1775,1055,1343,
"Van Buren County, Arkansas",2016,17147,8720,8427,1303,1286,1132,1217,1183,874,995,1080,600,1217,1200,1303,892,857,617,497,412,446,
"Dallas County, Iowa",2016,78074,38507,39567,6402,6402,6168,4763,3435,5387,6558,6168,5777,5465,4841,3982,3982,3201,1874,1405,1015,1327,
"Prairie County, Arkansas",2016,8768,4325,4443,745,605,789,623,473,430,456,491,438,500,570,579,544,456,324,298,228,219,
"Kit Carson County, Colorado",2016,8210,4108,4102,452,566,419,788,1002,345,369,443,337,402,501,452,599,378,378,205,238,328,
"Delaware County, Iowa",2016,17445,8710,8735,1099,1151,1221,1169,907,715,977,1012,890,1134,1483,1273,1291,959,611,419,436,715,
"Des Moines County, Iowa",2016,40114,19749,20365,2487,2567,2567,2487,2206,2166,2407,2286,2286,2447,2848,2768,2968,2286,1765,1244,1043,1244,
"Dickinson County, Iowa",2016,17046,8536,8510,852,903,972,869,801,801,903,1023,767,938,1261,1227,1619,1295,852,750,580,614,
"Dubuque County, Iowa",2016,96359,47634,48725,5974,6360,6071,7034,6745,6167,6071,5203,5300,6071,6938,6649,6167,4529,3565,2891,2409,2216,
"Emmet County, Iowa",2016,9820,4828,4992,520,501,717,845,520,520,530,530,491,540,687,795,668,540,393,422,226,354,
"Phillips County, Arkansas",2016,20391,10269,10122,1142,1285,1142,1509,1387,1101,1020,979,979,1203,1529,1672,1264,1040,1060,856,510,714,
"Floyd County, Iowa",2016,16004,7866,8138,864,1120,992,1040,864,736,784,848,848,992,1152,1408,944,1008,736,704,336,608,
"Switzerland County, Indiana",2016,10393,5266,5127,509,842,676,603,530,530,572,530,655,634,696,759,800,551,457,416,281,353,
"Fremont County, Iowa",2016,7019,3508,3511,400,351,519,414,337,281,344,386,386,407,526,653,498,470,295,288,239,218,
"Clear Creek County, Colorado",2016,9083,4442,4641,490,500,708,554,490,409,472,381,527,563,672,736,654,581,327,354,236,418,
"Grundy County, Iowa",2016,12373,6076,6297,705,977,705,779,582,582,718,767,681,767,916,903,829,730,483,433,421,359,
"Guthrie County, Iowa",2016,10691,5354,5337,556,609,802,684,470,449,524,620,535,716,802,834,813,609,567,460,331,299,
"Brown County, Indiana",2016,15227,7535,7692,807,929,1172,959,731,670,959,777,975,975,1172,1127,1035,777,685,487,426,594,
"Hancock County, Iowa",2016,11006,5555,5451,561,693,781,660,539,484,616,561,627,649,902,869,825,594,528,396,275,440,
"Chester County, Tennessee",2016,17324,8648,8676,918,1057,1074,1299,884,832,1074,710,1005,1005,1247,1334,1247,1005,710,762,502,641,
"Jefferson County, Florida",2016,14335,7101,7234,774,960,932,889,745,688,745,774,874,903,1218,1032,1104,817,602,530,358,387,
"Henry County, Iowa",2016,19941,10147,9794,1216,1177,1177,1416,1336,1137,1236,1177,1077,1336,1496,1416,1236,1037,857,578,439,598,
"Howard County, Iowa",2016,9430,4689,4741,622,538,839,556,462,472,575,500,453,547,698,726,547,509,405,387,255,349,
"Humboldt County, Iowa",2016,9607,4672,4935,548,740,596,538,490,509,576,471,509,538,711,817,586,480,432,375,394,298,
"Wabaunsee County, Kansas",2016,7041,3522,3519,430,472,465,422,317,338,387,289,415,408,507,591,465,387,324,261,225,324,
"Alleghany County, Virginia",2016,16326,8101,8225,980,1192,931,1094,800,767,996,1045,865,1061,1339,1224,1126,718,669,702,408,424,
"Jackson County, Iowa",2016,19529,9711,9818,1035,1152,1308,1269,976,937,1035,976,1172,1348,1582,1445,1445,1055,976,664,547,605,
"Jasper County, Iowa",2016,36715,18811,17904,2129,1946,2680,2093,2056,2019,2313,1946,2386,2497,2864,2790,2350,2019,1505,1175,955,991,
"Yancey County, North Carolina",2016,17662,9395,8267,848,653,1201,1024,1501,1342,883,1254,795,777,1077,1219,1872,1254,706,530,300,389,
"Johnson County, Iowa",2016,142006,70409,71597,8804,8094,7526,12213,22295,12355,10792,9088,7526,7100,7526,7952,6674,4970,3266,2130,1562,2130,
"Holmes County, Mississippi",2016,20481,10580,9901,1085,1270,1331,1167,1065,1045,1290,1045,1434,1372,1618,1536,1434,1085,942,696,451,655,
"Keokuk County, Iowa",2016,10234,5166,5068,624,635,675,624,532,491,573,594,481,583,829,819,706,614,399,389,338,338,
"Kossuth County, Iowa",2016,15226,7610,7616,868,974,944,914,792,685,822,792,624,853,1188,1264,1127,822,700,685,563,579,
"Lee County, Iowa",2016,35172,17813,17359,2005,2357,1829,2251,2005,1970,1970,1970,1864,2357,2708,2779,2462,2005,1759,1196,598,1055,
"Linn County, Iowa",2016,218076,107727,110349,13957,14175,15047,14175,15483,14611,15265,14393,13521,14175,15265,14175,12866,9813,7197,5888,3925,4362,
"Bacon County, Georgia",2016,11251,5752,5499,630,630,878,833,619,529,686,686,709,731,923,799,743,529,461,338,248,259,
"Taylor County, Georgia",2016,8700,4370,4330,479,513,583,600,435,365,426,357,539,548,661,687,626,522,452,339,331,244,
"Wabash County, Illinois",2016,11730,6010,5720,868,1126,798,762,587,540,727,716,669,657,739,833,716,540,387,399,282,375,
"Madison County, Iowa",2016,15661,7830,7831,955,1175,1190,1096,642,673,877,1065,1034,1159,1159,1253,877,830,548,439,141,564,
"Mahaska County, Iowa",2016,22324,11323,11001,1384,1563,1429,1518,1362,1362,1362,1205,1384,1317,1563,1540,1496,1116,871,536,558,737,
"Marion County, Iowa",2016,33197,16457,16740,1992,2324,2324,2556,2390,1693,1892,1793,1992,2058,2390,2191,2091,1627,1328,1029,830,697,
"Marshall County, Iowa",2016,40735,20641,20094,2811,3137,2607,2566,2607,2281,2526,2240,2159,2322,2933,2892,2607,2159,1548,1344,937,1141,
"Washington County, Illinois",2016,14841,7534,7307,831,1009,1039,1069,727,638,757,846,920,1098,1202,1232,1128,846,549,356,267,297,
"Mitchell County, Iowa",2016,10757,5351,5406,613,688,839,710,592,473,549,506,538,635,818,785,678,484,559,495,355,420,
"Morgan County, Utah",2016,9013,4451,4562,415,505,532,523,469,442,433,324,604,523,667,631,748,550,487,469,379,315,
"Graham County, North Carolina",2016,7964,4030,3934,478,581,534,502,446,406,446,319,550,502,573,550,565,557,239,255,223,231,
"Candler County, Georgia",2016,10380,4965,5415,571,654,654,675,477,436,477,477,727,654,758,903,737,633,446,405,332,353,
"Muscatine County, Iowa",2016,42949,21329,21620,2835,3264,3006,2835,2663,2577,2706,2663,2448,2792,3049,2835,2792,2062,1546,1160,859,902,
"Morgan County, Kentucky",2016,14055,7044,7011,801,970,928,900,689,661,759,787,759,759,1068,1153,928,590,661,520,576,534,
"Osceola County, Iowa",2016,6154,3105,3049,351,449,388,363,283,277,375,265,382,375,486,498,412,320,258,197,191,277,
"Page County, Iowa",2016,15552,8036,7516,980,855,824,949,855,793,933,980,871,933,1120,1042,1260,886,684,700,451,420,
"Palo Alto County, Iowa",2016,9155,4567,4588,540,705,504,568,549,485,494,504,430,522,632,742,540,430,430,339,302,430,
"Plymouth County, Iowa",2016,24972,12302,12670,1548,1748,1823,1773,1249,1099,1373,1573,1299,1673,1848,1848,1698,1373,849,774,624,799,
"Tucker County, West Virginia",2016,7061,3504,3557,360,417,501,367,417,339,325,339,311,417,586,650,452,445,304,339,184,318,
"Polk County, Iowa",2016,459159,225935,233224,33519,32600,31682,29386,29845,35814,36274,30764,31682,30304,30764,28009,25254,18826,12397,9183,6428,6887,
"Pottawattamie County, Iowa",2016,93198,46015,47183,5965,6337,6058,6151,5871,5685,5871,5219,5685,5871,6897,6897,5871,4939,3169,2423,1771,2330,
"Poweshiek County, Iowa",2016,18622,8900,9722,968,931,1117,1750,1806,857,931,708,1117,1024,1266,1583,950,894,912,726,466,577,
"Schley County, Georgia",2016,5054,2463,2591,303,399,298,318,212,243,243,222,238,268,339,414,298,308,278,197,217,258,
"Johnson County, Georgia",2016,10034,4925,5109,562,642,612,662,441,462,502,462,522,582,743,893,692,592,391,401,411,441,
"Scott County, Iowa",2016,171116,84119,86997,11294,11465,11636,10951,10609,11636,11807,10951,10609,10951,11978,11465,10951,8214,5818,4107,2909,3593,
"Lewis County, Tennessee",2016,11944,5852,6092,669,764,752,764,561,502,526,717,490,752,1063,956,788,705,502,466,418,585,
"Clarendon County, South Carolina",2016,34621,17444,17177,2631,2631,2597,3047,3185,1870,2181,2043,1696,1731,2008,2216,1766,1316,1073,935,831,866,
"Story County, Iowa",2016,94834,49349,45485,4647,4268,4647,12423,20200,6923,5406,4837,3888,4078,4457,4552,4268,3130,2276,1897,1423,1517,
"Tama County, Iowa",2016,17423,8610,8813,1063,1098,1289,1220,889,819,889,906,976,1220,1237,1307,1132,993,679,627,383,679,
"Taylor County, Iowa",2016,6209,3129,3080,341,459,404,373,273,298,391,304,397,354,435,472,416,360,279,267,155,230,
"Prowers County, Colorado",2016,12539,6042,6497,715,903,765,890,727,639,777,802,589,715,878,815,928,602,627,389,364,401,
"Van Buren County, Iowa",2016,7380,3779,3601,450,465,494,465,339,325,406,280,487,450,583,627,494,421,384,303,251,155,
"Wapello County, Iowa",2016,35242,17353,17889,2150,2255,2185,2220,2326,2361,2150,2220,1974,2079,2432,2573,2467,1938,1163,952,952,881,
"Warren County, Iowa",2016,48170,23532,24638,2890,3709,3420,3709,3083,2360,2842,3227,2794,3276,3516,3324,2842,2360,1686,1060,1156,915,
"Shelby County, Illinois",2016,22115,10972,11143,1460,1327,1725,1460,1150,1128,1283,1106,1349,1371,1637,1681,1327,1150,907,730,686,619,
"Wayne County, Iowa",2016,6403,3109,3294,435,448,403,403,327,320,333,288,307,339,467,467,429,339,346,256,218,275,
"Jasper County, Iowa",2016,37050,19089,17961,2112,2149,2260,2890,2816,2260,2186,2038,2001,2075,2631,2705,2668,1853,1408,1037,926,1037,
"Wilkes County, Georgia",2016,10580,5157,5423,582,677,571,794,582,540,529,561,635,582,751,656,973,603,391,339,360,455,
"Winneshiek County, Iowa",2016,20789,10393,10396,915,1039,1206,1892,2162,936,1081,977,1081,1268,1497,1642,1330,1081,769,769,457,665,
"Woodbury County, Iowa",2016,102426,50605,51821,7580,7784,7170,7477,7375,6658,6760,6350,5941,6043,6760,6350,6146,4712,3073,2458,1741,2049,
"Worth County, Iowa",2016,7562,3751,3811,416,401,476,507,446,348,416,386,416,499,597,665,484,363,416,287,189,242,
"Wright County, Iowa",2016,12891,6428,6463,748,864,889,696,735,593,632,773,670,748,954,967,928,722,529,490,374,606,
"Allen County, Kansas",2016,12951,6420,6531,790,842,881,920,738,648,725,635,829,699,907,932,868,751,596,389,324,492,
"Lee County, Kentucky",2016,7858,3899,3959,534,487,621,511,346,346,495,409,464,456,550,566,440,519,338,377,165,228,
"Atchison County, Kansas",2016,16557,8046,8511,977,1010,1225,1407,1672,878,878,911,828,944,1142,1192,828,778,596,497,397,381,
"Scotland County, Missouri",2016,4831,2472,2359,372,324,261,246,237,295,290,217,208,290,338,430,304,324,227,208,135,121,
"Barton County, Kansas",2016,27214,13553,13661,1769,1959,1769,1851,1714,1633,1578,1333,1606,1524,1878,2014,1823,1279,1034,980,708,762,
"Monroe County, Ohio",2016,14751,7276,7475,1047,1033,1003,1106,1003,870,811,752,723,752,988,1077,915,841,561,502,369,398,
"Blaine County, Oklahoma",2016,9810,4729,5081,706,697,687,549,500,500,540,412,569,589,697,755,746,549,461,363,235,255,
"Butler County, Kansas",2016,66264,33269,32995,3976,4506,5367,5301,4042,3711,3910,3910,4307,4373,4837,4837,3976,3181,1789,1855,1126,1259,
"Chase County, Kansas",2016,2694,1357,1337,135,172,197,170,110,105,135,137,145,151,189,170,234,240,119,97,84,102,
"Chautauqua County, Kansas",2016,3470,1755,1715,174,215,191,174,191,184,174,167,156,174,264,264,260,212,250,205,108,115,
"Cherokee County, Kansas",2016,20737,10184,10553,1141,1389,1535,1369,1058,1058,1203,1182,1244,1389,1597,1638,1286,1244,871,684,373,477,
"Cheyenne County, Kansas",2016,2679,1341,1338,137,166,161,190,134,91,142,118,126,107,174,263,158,217,115,123,104,153,
"Clark County, Kansas",2016,2131,1078,1053,109,166,145,139,85,115,115,81,126,109,158,202,119,130,85,85,62,92,
"Clay County, Kansas",2016,8346,4090,4256,584,609,509,451,392,426,467,534,409,484,517,501,643,442,467,250,359,284,
"Hamilton County, Nebraska",2016,9302,4633,4669,660,567,484,707,670,512,502,419,446,567,614,605,623,530,400,344,344,316,
"Coffey County, Kansas",2016,8433,4215,4218,472,514,548,557,405,396,472,439,514,523,658,700,582,531,430,245,228,236,
"Meagher County, Montana",2016,1898,912,986,95,123,123,106,110,68,63,114,116,59,135,163,165,127,127,93,53,57,
"Cowley County, Kansas",2016,35977,18085,17892,2339,2590,2267,2734,2626,2159,2159,1799,2267,2015,2339,2554,2015,1835,1403,1115,756,1007,
"Crawford County, Kansas",2016,39281,19575,19706,2318,2553,2318,3103,5499,2475,2435,2043,2043,2003,2396,2318,1964,1650,1453,1061,864,786,
"Decatur County, Kansas",2016,2886,1431,1455,170,162,141,127,118,156,113,92,144,159,205,251,251,188,147,95,150,214,
"Dickinson County, Kansas",2016,19384,9705,9679,1241,1434,1221,1202,930,1086,1144,1105,1202,1182,1415,1357,1299,834,930,775,368,659,
"Doniphan County, Kansas",2016,7793,3938,3855,405,499,382,826,522,436,429,436,382,444,538,483,655,397,335,210,164,242,
"Douglas County, Kansas",2016,116352,57945,58407,6167,6050,6167,10821,21176,9308,8028,6748,6050,5818,6167,6167,5352,3956,3025,1978,1396,1745,
"Decatur County, Kansas",2016,2975,1539,1436,149,202,205,193,140,101,155,110,214,184,220,280,202,161,146,134,80,98,
"Elk County, Kansas",2016,2635,1315,1320,140,137,166,116,37,166,121,108,132,158,195,213,213,208,179,169,92,87,
"Ellis County, Kansas",2016,29032,14529,14503,1945,1800,1481,2177,4123,2119,1829,1539,1248,1539,1713,1713,1713,1132,929,813,726,523,
"Ellsworth County, Kansas",2016,6375,3624,2751,351,376,261,312,440,427,408,351,332,402,491,459,472,357,325,236,159,210,
"Finney County, Kansas",2016,36983,18835,18148,3365,3328,2996,3107,2589,2663,2552,2367,1849,2256,2404,2145,1738,1442,666,518,481,481,
"Ford County, Kansas",2016,34492,17844,16648,3415,2828,2828,2552,2621,2518,2380,2242,1932,2070,2104,1966,1449,1207,828,621,448,552,
"Franklin County, Kansas",2016,25663,12513,13150,1565,1873,1899,1899,1488,1386,1591,1283,1565,1591,2027,2027,1437,1283,1078,590,488,590,
"Geary County, Kansas",2016,36818,19465,17353,4529,3240,2393,2246,4786,4455,3314,2430,1694,1510,1252,1141,1068,1031,589,368,442,405,
